season,game_date,Team,opponent,Result,point_differential,Team_Elo_Rating
2023,2023-11-02,NC State,Duke,L,-3,1531.8273201856387
2023,2023-11-02,South Alabama,Troy,L,-18,1483.539934038406
2023,2023-11-02,TCU,Texas Tech,L,-7,1693.0877253688259
2023,2023-11-02,Texas Tech,TCU,W,7,1658.671796444264
2023,2023-11-02,Troy,South Alabama,W,18,1826.680076594911
2023,2023-11-02,Wake Forest,Duke,L,-3,1441.120318898624
2023,2023-11-03,Boston College,Syracuse,W,7,1459.5669901230467
2023,2023-11-03,Colorado State,Wyoming,L,-9,1273.7768855156355
2023,2023-11-03,Syracuse,Boston College,L,-7,1383.87417754887
2023,2023-11-03,Wyoming,Colorado State,W,9,1506.057379817794
2023,2023-11-04,Air Force,Army,L,-20,1799.7964039840524
2023,2023-11-04,Alabama,LSU,W,14,2003.2618086263187
2023,2023-11-04,Arizona,UCLA,W,17,1604.2873460243138
2023,2023-11-04,Arizona State,Utah,L,-52,1275.8723920343425
2023,2023-11-04,Arkansas,Florida,W,3,1490.6982101204424
2023,2023-11-04,Arkansas State,Louisiana,W,20,1330.0558211779485
2023,2023-11-04,Army,Air Force,W,20,1446.621310837465
2023,2023-11-04,Auburn,Vanderbilt,W,16,1533.5360299917515
2023,2023-11-04,BYU,West Virginia,L,-30,1517.0736793795124
2023,2023-11-04,Baylor,Houston,L,-1,1474.0402694431625
2023,2023-11-04,Boise State,Fresno State,L,-7,1662.4686482601246
2023,2023-11-04,California,Oregon,L,-44,1305.8287524607172
2023,2023-11-04,Charlotte,Tulsa,W,7,1174.5679791663426
2023,2023-11-04,Cincinnati,UCF,L,-2,1363.3545484848378
2023,2023-11-04,Clemson,Notre Dame,W,8,1793.611503056487
2023,2023-11-04,Coastal Carolina,Old Dominion,W,4,1565.0555004066318
2023,2023-11-04,Colorado,Oregon State,L,-7,1298.9759671282136
2023,2023-11-04,East Carolina,Tulane,L,-3,1297.223044460816
2023,2023-11-04,Florida,Arkansas,L,-3,1522.380713934252
2023,2023-11-04,Florida Atlantic,UAB,L,-3,1347.584216863078
2023,2023-11-04,Florida State,Pittsburgh,W,17,1926.6219707014782
2023,2023-11-04,Fresno State,Boise State,W,7,1819.9670656368903
2023,2023-11-04,Georgia,Missouri,W,9,2110.085794370436
2023,2023-11-04,Georgia Southern,Texas State,L,-21,1547.201911016948
2023,2023-11-04,Georgia State,James Madison,L,-28,1552.0813037168473
2023,2023-11-04,Georgia Tech,Virginia,W,28,1394.1063563998425
2023,2023-11-04,Hawai'i,Nevada,W,13,1152.549249342424
2023,2023-11-04,Houston,Baylor,W,1,1553.367352547317
2023,2023-11-04,Illinois,Minnesota,W,1,1384.0842586359058
2023,2023-11-04,Indiana,Wisconsin,W,6,1282.779595186869
2023,2023-11-04,Iowa,Northwestern,W,3,1736.096618949459
2023,2023-11-04,Iowa State,Kansas,L,-7,1606.564029699067
2023,2023-11-04,Jacksonville State,South Carolina,L,-10,1527.8604502693718
2023,2023-11-04,James Madison,Georgia State,W,28,1823.417273803315
2023,2023-11-04,Kansas,Iowa State,W,7,1661.542250739643
2023,2023-11-04,Kansas State,Texas,L,-3,1916.2219185710603
2023,2023-11-04,Kentucky,Mississippi State,W,21,1624.3059455697355
2023,2023-11-04,LSU,Alabama,L,-14,1792.6981716220748
2023,2023-11-04,Liberty,Louisiana Tech,W,26,1737.587805772538
2023,2023-11-04,Louisiana,Arkansas State,L,-20,1459.5795478960702
2023,2023-11-04,Louisiana Tech,Liberty,L,-26,1132.818500222342
2023,2023-11-04,Louisville,Virginia Tech,W,31,1826.8838520016636
2023,2023-11-04,Maryland,Penn State,L,-36,1502.4855001405977
2023,2023-11-04,Memphis,South Florida,W,9,1592.597589895897
2023,2023-11-04,Miami,NC State,L,-14,1470.0108101149938
2023,2023-11-04,Michigan,Purdue,W,28,2095.4795670466765
2023,2023-11-04,Michigan State,Nebraska,W,3,1400.0478230308497
2023,2023-11-04,Middle Tennessee,New Mexico State,L,-6,1305.6254655871935
2023,2023-11-04,Minnesota,Illinois,L,-1,1664.4001849102424
2023,2023-11-04,Mississippi State,Kentucky,L,-21,1463.65055562972
2023,2023-11-04,Missouri,Georgia,L,-9,1727.0943457076753
2023,2023-11-04,Navy,Temple,L,-14,1332.7320102455767
2023,2023-11-04,Nebraska,Michigan State,L,-3,1537.005249067096
2023,2023-11-04,Nevada,Hawai'i,L,-13,1154.3527289961187
2023,2023-11-04,New Mexico,UNLV,L,-42,1107.3992105620855
2023,2023-11-04,New Mexico State,Middle Tennessee,W,6,1500.4596942422345
2023,2023-11-04,North Texas,UTSA,L,-8,1327.626976108954
2023,2023-11-04,Northwestern,Iowa,L,-3,1338.4304245195983
2023,2023-11-04,Notre Dame,Clemson,L,-8,1824.090798656351
2023,2023-11-04,Ohio State,Rutgers,W,19,2035.1973927345327
2023,2023-11-04,Oklahoma,Oklahoma State,L,-3,1712.1662327935403
2023,2023-11-04,Oklahoma State,Oklahoma,W,3,1686.333925084733
2023,2023-11-04,Old Dominion,Coastal Carolina,L,-4,1333.5548076364073
2023,2023-11-04,Ole Miss,Texas A&M,W,3,1780.421985558434
2023,2023-11-04,Oregon,California,W,44,1908.5918350633576
2023,2023-11-04,Oregon State,Colorado,W,7,1807.9272183568467
2023,2023-11-04,Penn State,Maryland,W,36,1879.636587466221
2023,2023-11-04,Pittsburgh,Florida State,L,-17,1399.9292578138354
2023,2023-11-04,Purdue,Michigan,L,-28,1412.646768978464
2023,2023-11-04,Rice,SMU,L,-5,1303.528428065904
2023,2023-11-04,Rutgers,Ohio State,L,-19,1433.4554016960458
2023,2023-11-04,SMU,Rice,W,5,1600.092097034814
2023,2023-11-04,San Diego State,Utah State,L,-8,1337.5403503045695
2023,2023-11-04,South Carolina,Jacksonville State,W,10,1546.911065070426
2023,2023-11-04,South Florida,Memphis,L,-9,1158.1284351838897
2023,2023-11-04,Southern Miss,UL Monroe,W,17,1221.272347406559
2023,2023-11-04,Stanford,Washington State,W,3,1245.7456917908225
2023,2023-11-04,Temple,Navy,W,14,1154.062477745835
2023,2023-11-04,Texas,Kansas State,W,3,1918.1157191434688
2023,2023-11-04,Texas A&M,Ole Miss,L,-3,1630.3178831570842
2023,2023-11-04,Texas State,Georgia Southern,W,21,1456.0000351437293
2023,2023-11-04,Tulane,East Carolina,W,3,1765.0162469419367
2023,2023-11-04,Tulsa,Charlotte,L,-7,1130.0888091917714
2023,2023-11-04,UAB,Florida Atlantic,W,3,1375.7926548868406
2023,2023-11-04,UCF,Cincinnati,W,2,1425.339866270116
2023,2023-11-04,UCLA,Arizona,L,-17,1579.73453729896
2023,2023-11-04,UL Monroe,Southern Miss,L,-17,1041.1756004626711
2023,2023-11-04,UNLV,New Mexico,W,42,1487.834139147666
2023,2023-11-04,USC,Washington,L,-10,1635.9643351510715
2023,2023-11-04,UTEP,Western Kentucky,L,-8,1150.6115613270117
2023,2023-11-04,UTSA,North Texas,W,8,1665.923854029804
2023,2023-11-04,Uconn,Tennessee,L,-56,1232.1965340097643
2023,2023-11-04,Utah,Arizona State,W,52,1749.8282438277877
2023,2023-11-04,Utah State,San Diego State,W,8,1475.3509543602388
2023,2023-11-04,Vanderbilt,Auburn,L,-16,1190.1531318720783
2023,2023-11-04,Virginia,Georgia Tech,L,-28,1186.449769104024
2023,2023-11-04,Virginia Tech,Louisville,L,-31,1520.5846895504653
2023,2023-11-04,Washington,USC,W,10,1875.577475093583
2023,2023-11-04,Washington State,Stanford,L,-3,1281.1913908001993
2023,2023-11-04,West Virginia,BYU,W,30,1624.532238477912
2023,2023-11-04,Western Kentucky,UTEP,W,8,1485.7897384080497
2023,2023-11-04,Wisconsin,Indiana,L,-6,1566.5445920015666
2023,2023-11-07,Ball State,Northern Illinois,W,3,1264.8048535473954
2023,2023-11-07,Buffalo,Ohio,L,-10,1370.2882287681336
2023,2023-11-07,Central Michigan,Western Michigan,L,-10,1288.2144609484758
2023,2023-11-07,Northern Illinois,Ball State,L,-3,1249.6077768856221
2023,2023-11-07,Ohio,Buffalo,W,10,1555.6309835350623
2023,2023-11-07,Western Michigan,Central Michigan,W,10,1422.399965576316
2023,2023-11-08,Akron,Miami (OH),L,-19,1051.1991718739832
2023,2023-11-08,Bowling Green,Kent State,W,30,1484.6470541015817
2023,2023-11-08,Eastern Michigan,Toledo,L,-26,1260.6198973934145
2023,2023-11-08,Kent State,Bowling Green,L,-30,1121.6619658543377
2023,2023-11-08,Miami (OH),Akron,W,19,1659.840371133196
2023,2023-11-08,Toledo,Eastern Michigan,W,26,1706.6017783557973
2023,2023-11-09,Louisiana,Southern Miss,L,-3,1431.9366571403066
2023,2023-11-09,Louisville,Virginia,W,7,1828.5067856506955
2023,2023-11-09,Southern Miss,Louisiana,W,3,1298.3374661748783
2023,2023-11-09,Virginia,Louisville,L,-7,1162.7855758264564
2023,2023-11-10,North Texas,SMU,L,-24,1314.5784689243437
2023,2023-11-10,SMU,North Texas,W,24,1631.23017062352
2023,2023-11-10,UNLV,Wyoming,W,20,1546.039116143792
2023,2023-11-10,Wyoming,UNLV,L,-20,1423.6657223051689
2023,2023-11-11,Air Force,Hawai'i,L,-14,1634.2034659008261
2023,2023-11-11,Alabama,Kentucky,W,28,2027.744114532207
2023,2023-11-11,Arizona,Colorado,W,3,1659.5406156929669
2023,2023-11-11,Arizona State,UCLA,W,10,1372.101331049955
2023,2023-11-11,Arkansas,Auburn,L,-38,1438.0006242417978
2023,2023-11-11,Arkansas State,South Alabama,L,-7,1348.4428055952708
2023,2023-11-11,Auburn,Arkansas,W,38,1586.1470953380633
2023,2023-11-11,BYU,Iowa State,L,-32,1481.1708771763595
2023,2023-11-11,Baylor,Kansas State,L,-34,1461.8433875058404
2023,2023-11-11,Boise State,New Mexico,W,28,1650.4244013651908
2023,2023-11-11,Boston College,Virginia Tech,L,-26,1418.1625737213508
2023,2023-11-11,California,Washington State,W,3,1340.8456570037536
2023,2023-11-11,Charlotte,Memphis,L,-6,1198.0887241929097
2023,2023-11-11,Cincinnati,Houston,W,10,1441.5639372913822
2023,2023-11-11,Clemson,Georgia Tech,W,21,1799.8120131525666
2023,2023-11-11,Coastal Carolina,Texas State,W,8,1611.8144026239786
2023,2023-11-11,Colorado,Arizona,L,-3,1295.3156976560877
2023,2023-11-11,Colorado State,San Diego State,W,3,1284.9446406271013
2023,2023-11-11,Duke,North Carolina,L,-2,1590.9097706482376
2023,2023-11-11,East Carolina,Florida Atlantic,W,15,1342.0040571278444
2023,2023-11-11,Florida,LSU,L,-17,1510.0540908780613
2023,2023-11-11,Florida Atlantic,East Carolina,L,-15,1245.3248832017168
2023,2023-11-11,Florida International,Middle Tennessee,L,-34,1078.0367482068193
2023,2023-11-11,Florida State,Miami,W,7,1932.2302133738326
2023,2023-11-11,Georgia,Ole Miss,W,35,2130.5344379753847
2023,2023-11-11,Georgia Southern,Marshall,L,-5,1429.135435133697
2023,2023-11-11,Georgia Tech,Clemson,L,-21,1382.1518211847222
2023,2023-11-11,Hawai'i,Air Force,W,14,1249.4232156514563
2023,2023-11-11,Houston,Cincinnati,L,-10,1513.7994871516523
2023,2023-11-11,Illinois,Indiana,W,3,1410.7604436736367
2023,2023-11-11,Indiana,Illinois,L,-3,1268.5294978504974
2023,2023-11-11,Iowa,Rutgers,W,22,1759.5456170107561
2023,2023-11-11,Iowa State,BYU,W,32,1669.2481952252456
2023,2023-11-11,Kansas,Texas Tech,L,-3,1647.2141734158865
2023,2023-11-11,Kansas State,Baylor,W,34,1899.5799464852985
2023,2023-11-11,Kentucky,Alabama,L,-28,1611.101933769968
2023,2023-11-11,LSU,Florida,W,17,1815.743168882186
2023,2023-11-11,Liberty,Old Dominion,W,28,1750.2325467448084
2023,2023-11-11,Louisiana Tech,Sam Houston,L,-15,1065.1647738339163
2023,2023-11-11,Marshall,Georgia Southern,W,5,1466.8538529633706
2023,2023-11-11,Maryland,Nebraska,W,3,1536.2246833937447
2023,2023-11-11,Memphis,Charlotte,W,6,1600.549654722714
2023,2023-11-11,Miami,Florida State,L,-7,1464.30966989599
2023,2023-11-11,Michigan,Penn State,W,9,2121.2366312811987
2023,2023-11-11,Michigan State,Ohio State,L,-35,1398.3890837034235
2023,2023-11-11,Middle Tennessee,Florida International,W,34,1318.5194841462699
2023,2023-11-11,Minnesota,Purdue,L,-19,1534.1367875361898
2023,2023-11-11,Mississippi State,Texas A&M,L,-41,1391.770780837872
2023,2023-11-11,Missouri,Tennessee,W,29,1783.0771989883444
2023,2023-11-11,NC State,NC State,L,-20,1523.38316885973
2023,2023-11-11,Navy,UAB,W,25,1383.121508205875
2023,2023-11-11,Nebraska,Maryland,L,-3,1487.2885131444718
2023,2023-11-11,Nevada,Utah State,L,-17,1136.842968021646
2023,2023-11-11,New Mexico,Boise State,L,-28,1104.4960281792723
2023,2023-11-11,New Mexico State,Western Kentucky,W,9,1562.3479201760688
2023,2023-11-11,North Carolina,Duke,W,2,1710.6498405697473
2023,2023-11-11,Northwestern,Wisconsin,W,14,1440.6021151696325
2023,2023-11-11,Ohio State,Michigan State,W,35,2040.2280098384613
2023,2023-11-11,Oklahoma,West Virginia,W,39,1784.083156270737
2023,2023-11-11,Oklahoma State,UCF,L,-42,1568.6767998554635
2023,2023-11-11,Old Dominion,Liberty,L,-28,1326.981718271283
2023,2023-11-11,Ole Miss,Georgia,L,-35,1769.5463910435637
2023,2023-11-11,Oregon,USC,W,9,1918.2848817890474
2023,2023-11-11,Oregon State,Stanford,W,45,1813.3392508442143
2023,2023-11-11,Penn State,Michigan,L,-9,1866.466091671162
2023,2023-11-11,Pittsburgh,Syracuse,L,-15,1352.41212734055
2023,2023-11-11,Purdue,Minnesota,W,19,1472.8096343591264
2023,2023-11-11,Rice,UTSA,L,-20,1289.4821492908811
2023,2023-11-11,Rutgers,Iowa,L,-22,1422.5095578274838
2023,2023-11-11,Sam Houston,Louisiana Tech,W,15,1203.4289563134373
2023,2023-11-11,San Diego State,Colorado State,L,-3,1269.9200633413711
2023,2023-11-11,San Jose State,Fresno State,W,24,1572.7239532531778
2023,2023-11-11,South Alabama,Arkansas State,W,7,1497.934982215625
2023,2023-11-11,South Carolina,Vanderbilt,W,41,1565.210960372607
2023,2023-11-11,South Florida,Temple,W,4,1203.9165321933285
2023,2023-11-11,Stanford,Oregon State,L,-45,1263.6905020704032
2023,2023-11-11,Syracuse,Pittsburgh,W,15,1439.9272401300707
2023,2023-11-11,TCU,Texas,L,-3,1649.8825886684713
2023,2023-11-11,Temple,South Florida,L,-4,1128.7298623732536
2023,2023-11-11,Tennessee,Missouri,L,-29,1714.3293987077045
2023,2023-11-11,Texas,TCU,W,3,1930.085626820288
2023,2023-11-11,Texas A&M,Mississippi State,W,41,1643.326372633449
2023,2023-11-11,Texas State,Coastal Carolina,L,-8,1435.1413156473952
2023,2023-11-11,Texas Tech,Kansas,W,3,1682.0719877407305
2023,2023-11-11,Troy,UL Monroe,W,31,1827.3102001486675
2023,2023-11-11,Tulane,Tulsa,W,2,1765.5310928291117
2023,2023-11-11,Tulsa,Tulane,L,-2,1129.062431499182
2023,2023-11-11,UAB,Navy,L,-25,1316.0361733085826
2023,2023-11-11,UCF,Oklahoma State,W,42,1501.4911180531506
2023,2023-11-11,UCLA,Arizona State,L,-10,1531.1471047459518
2023,2023-11-11,UL Monroe,Troy,L,-31,1039.9203324898779
2023,2023-11-11,USC,Oregon,L,-9,1617.5871661169788
2023,2023-11-11,UTSA,Rice,W,20,1679.8429077183669
2023,2023-11-11,Uconn,James Madison,L,-38,1230.148794741434
2023,2023-11-11,Utah,Washington,L,-7,1736.757045542088
2023,2023-11-11,Utah State,Nevada,W,17,1484.5766039898667
2023,2023-11-11,Vanderbilt,South Carolina,L,-41,1180.4783039831616
2023,2023-11-11,Virginia Tech,Boston College,W,26,1578.4067153196115
2023,2023-11-11,Wake Forest,NC State,L,-20,1409.762152869997
2023,2023-11-11,Washington,Utah,W,7,1922.1244964479383
2023,2023-11-11,Washington State,California,L,-3,1260.95597490087
2023,2023-11-11,West Virginia,Oklahoma,L,-39,1621.871355568202
2023,2023-11-11,Western Kentucky,New Mexico State,L,-9,1456.8294196092072
2023,2023-11-11,Wisconsin,Northwestern,L,-14,1473.7825964101728
2023,2023-11-14,Akron,Eastern Michigan,L,-3,1041.1123378988207
2023,2023-11-14,Bowling Green,Toledo,L,-1,1485.7514900741887
2023,2023-11-14,Eastern Michigan,Akron,W,3,1271.5730919576185
2023,2023-11-14,Northern Illinois,Western Michigan,W,24,1349.9912141873458
2023,2023-11-14,Toledo,Bowling Green,W,1,1710.6548942904503
2023,2023-11-14,Western Michigan,Northern Illinois,L,-24,1381.726945905205
2023,2023-11-15,Buffalo,Miami (OH),L,-13,1335.1808301118767
2023,2023-11-15,Central Michigan,Ohio,L,-14,1266.19690994306
2023,2023-11-15,Miami (OH),Buffalo,W,13,1668.9561219548355
2023,2023-11-15,Ohio,Central Michigan,W,14,1567.3697886077455
2023,2023-11-16,Boston College,Pittsburgh,L,-8,1315.3497832482465
2023,2023-11-16,Pittsburgh,Boston College,W,8,1355.8597958186792
2023,2023-11-17,Colorado,Washington State,L,-42,1197.6221153382835
2023,2023-11-17,South Florida,UTSA,L,-28,1195.97291127744
2023,2023-11-17,UTSA,South Florida,W,28,1690.6307912110392
2023,2023-11-17,Washington State,Colorado,W,42,1298.5309491588623
2023,2023-11-18,Air Force,UNLV,L,-4,1606.1600976913237
2023,2023-11-18,Arizona,Utah,W,24,1716.01557126655
2023,2023-11-18,Arizona State,Oregon,L,-36,1369.309965893039
2023,2023-11-18,Arkansas,Florida International,W,24,1446.1760637508842
2023,2023-11-18,Arkansas State,Texas State,W,46,1405.9493990538563
2023,2023-11-18,Army,Coastal Carolina,W,7,1524.6236488379966
2023,2023-11-18,Auburn,New Mexico State,L,-21,1564.7902975672152
2023,2023-11-18,BYU,Oklahoma,L,-7,1448.0797305180865
2023,2023-11-18,Ball State,Kent State,W,31,1293.8900459997515
2023,2023-11-18,Baylor,TCU,L,-25,1439.4405115269392
2023,2023-11-18,Boise State,Utah State,W,35,1678.0351704891825
2023,2023-11-18,California,Stanford,W,12,1370.332845615511
2023,2023-11-18,Charlotte,Rice,L,-21,1164.8062880720763
2023,2023-11-18,Cincinnati,West Virginia,L,-21,1416.4549279803446
2023,2023-11-18,Clemson,North Carolina,W,11,1831.8863768816493
2023,2023-11-18,Coastal Carolina,Army,L,-7,1571.4033821624503
2023,2023-11-18,Colorado State,Nevada,W,10,1324.9265820809208
2023,2023-11-18,Duke,Virginia,L,-3,1552.425123617726
2023,2023-11-18,East Carolina,Navy,L,-10,1338.7460068590117
2023,2023-11-18,Florida,Missouri,L,-2,1492.74807533603
2023,2023-11-18,Florida Atlantic,Tulane,L,-16,1242.6170992218451
2023,2023-11-18,Florida International,Arkansas,L,-24,1062.4425788433177
2023,2023-11-18,Fresno State,New Mexico,L,-8,1715.3072800038728
2023,2023-11-18,Georgia,Tennessee,W,28,2136.6419685486867
2023,2023-11-18,Georgia Southern,Old Dominion,L,-3,1379.2106844351893
2023,2023-11-18,Georgia State,LSU,L,-42,1521.6410609257955
2023,2023-11-18,Georgia Tech,Syracuse,W,9,1422.4199580442646
2023,2023-11-18,Hawai'i,Wyoming,L,-33,1271.0078130134045
2023,2023-11-18,Houston,Oklahoma State,L,-13,1441.611508587661
2023,2023-11-18,Illinois,Iowa,L,-2,1407.7797668815024
2023,2023-11-18,Indiana,Michigan State,L,-3,1233.8635577011607
2023,2023-11-18,Iowa,Illinois,W,2,1765.4040076067022
2023,2023-11-18,Iowa State,Texas,L,-10,1648.9123270738726
2023,2023-11-18,Jacksonville State,Louisiana Tech,W,39,1494.5694236853446
2023,2023-11-18,Kansas,Kansas State,L,-4,1633.1057923701915
2023,2023-11-18,Kansas State,Kansas,W,4,1912.7886235417725
2023,2023-11-18,Kent State,Ball State,L,-31,1071.0167670389792
2023,2023-11-18,Kentucky,South Carolina,L,-3,1565.2321553323027
2023,2023-11-18,LSU,Georgia State,W,42,1832.3938105119353
2023,2023-11-18,Liberty,Massachusetts,W,24,1750.9377211186293
2023,2023-11-18,Louisiana,Troy,L,-7,1397.9903853399846
2023,2023-11-18,Louisiana Tech,Jacksonville State,L,-39,1052.8028878996874
2023,2023-11-18,Louisville,Miami,W,7,1838.5021847810256
2023,2023-11-18,Marshall,South Alabama,L,-28,1449.4107424008491
2023,2023-11-18,Maryland,Michigan,L,-7,1533.5827597046211
2023,2023-11-18,Massachusetts,Liberty,L,-24,992.9389096921285
2023,2023-11-18,Memphis,SMU,L,-4,1581.405358356471
2023,2023-11-18,Miami,Louisville,L,-7,1459.1590299243885
2023,2023-11-18,Michigan,Maryland,W,7,2122.568586022699
2023,2023-11-18,Michigan State,Indiana,W,3,1408.5430030448256
2023,2023-11-18,Middle Tennessee,UTEP,W,4,1349.2221888437352
2023,2023-11-18,Minnesota,Ohio State,L,-34,1530.416880087426
2023,2023-11-18,Mississippi State,Southern Miss,W,21,1424.738699160834
2023,2023-11-18,Missouri,Florida,W,2,1831.1158575264687
2023,2023-11-18,NC State,Notre Dame,L,-38,1611.5319187468863
2023,2023-11-18,Nebraska,Wisconsin,L,-7,1432.0165575112496
2023,2023-11-18,Nevada,Colorado State,L,-10,1104.745828007825
2023,2023-11-18,New Mexico,Fresno State,W,8,1182.1799053356037
2023,2023-11-18,New Mexico State,Auburn,W,21,1656.1494954859836
2023,2023-11-18,North Carolina,Clemson,L,-11,1663.9301143417142
2023,2023-11-18,North Texas,Tulsa,W,7,1318.238358153787
2023,2023-11-18,Northwestern,Purdue,W,8,1480.4998620764445
2023,2023-11-18,Notre Dame,Wake Forest,W,38,1793.570786221042
2023,2023-11-18,Ohio State,Minnesota,W,34,2047.5005183154356
2023,2023-11-18,Oklahoma,BYU,W,7,1796.2535550614214
2023,2023-11-18,Oklahoma State,Houston,W,13,1616.9384870586525
2023,2023-11-18,Old Dominion,Georgia Southern,W,3,1346.6226688538168
2023,2023-11-18,Ole Miss,UL Monroe,W,32,1761.881386417309
2023,2023-11-18,Oregon,Arizona State,W,36,1932.4563371497807
2023,2023-11-18,Oregon State,Washington,L,-2,1805.3941628226507
2023,2023-11-18,Penn State,Rutgers,W,21,1859.8445195272382
2023,2023-11-18,Purdue,Northwestern,L,-8,1453.301609484671
2023,2023-11-18,Rice,Charlotte,W,21,1346.8448894802073
2023,2023-11-18,Rutgers,Penn State,L,-21,1403.5622085722719
2023,2023-11-18,SMU,Memphis,W,4,1673.1642568140073
2023,2023-11-18,Sam Houston,Western Kentucky,L,-5,1219.4151663224936
2023,2023-11-18,San Jose State,San Diego State,W,11,1581.5342291377087
2023,2023-11-18,South Alabama,Marshall,W,28,1594.3168574379026
2023,2023-11-18,South Carolina,Kentucky,W,3,1589.060747345991
2023,2023-11-18,Southern Miss,Mississippi State,L,-21,1241.460912319664
2023,2023-11-18,Stanford,California,L,-12,1211.9161774835522
2023,2023-11-18,Syracuse,Georgia Tech,L,-9,1366.095908535616
2023,2023-11-18,TCU,Baylor,W,25,1684.158452793541
2023,2023-11-18,Temple,UAB,L,-10,1074.969597266805
2023,2023-11-18,Tennessee,Georgia,L,-28,1702.5500347575155
2023,2023-11-18,Texas,Iowa State,W,10,1940.869920045648
2023,2023-11-18,Texas State,Arkansas State,L,-46,1318.8893059392262
2023,2023-11-18,Texas Tech,UCF,W,1,1714.734761444005
